robot_model,movement,cartesian_path,reference_frame,is_relative,velocity,acceleration,desired_x,desired_y,desired_z,desired_roll,desired_pitch,desired_yaw,measured_x,measured_y,measured_z,measured_roll,measured_pitch,measured_yaw
vs060,move_to_pose,True,TOOL,True,100,100,0.4375148661411147,0.13195747075162376,0.19802864469287484,-3.1414338911510415,-0.0009836752332153457,3.140771735527193,0.43716267446568896,0.13185128638222132,0.19782106649562267,-3.14138659126884,-0.0011402168959377807,3.1407716769803797
vs060,move_to_pose,True,WORLD,False,100,100,0.2618,-0.1192,0.31,3.141592653589793,0,-1.5707963267948966,0.26184716043022666,-0.1189020362570779,0.30992758678948834,3.1411767479075254,-0.0002645624211312872,-1.5709803914114375
vs060,move_to_pose,True,WORLD,True,100,100,0.2618471604302268,-0.11890203625707775,0.009927586789488962,3.1411767479075254,-0.00026456242113040077,-1.570980391411436,0.2619746301550643,-0.11896423090994857,0.010090083454516424,3.140981402218136,-0.00013735376610239262,-1.570976411245568
vs060,move_to_pose,True,WORLD,True,100,100,0.2619746301550647,-0.11896423090994881,0.3100900834545165,3.140981402218138,-0.00013735376610333715,-1.570976411245565,0.26192038013645325,-0.11893959147326782,0.31003759884065946,3.141111356702309,-0.00019639091919294011,-1.5709764193938183
vs060,move_to_pose,True,WORLD,False,100,100,0.2581,0.136,0.305,3.141592653589793,0,-1.5707963267948966,0.25821668846787377,0.1357754693142949,0.30500303874829643,-3.1413400634562865,0.0005446883910176487,-1.5706338364469983
vs060,move_to_pose,True,WORLD,True,100,100,0.25821671301909443,0.13577547729140144,0.005003115742362174,-3.1413401293312604,0.000544635701584058,-1.570633836493417,0.25838447796783764,0.13586721031392687,0.0052841049590795774,-3.1414862428568497,0.00043271872561475455,-1.570637306022624
vs060,move_to_pose,True,WORLD,True,100,100,0.2583844779678369,0.13586721031392643,0.30528410495907954,-3.1414862428568506,0.0004327187256140427,-1.5706373060226213,0.2583499957010117,0.13584906157592114,0.30525236652614574,-3.1412649733802174,0.0005490164096686554,-1.5706372156097919
vs060,move_approach,True,WORLD,False,100,100,0.5183,0.13120000000000004,0.198,-3.141592653589793,0.0,-3.141592653589793,0.51806993611234,0.13113861040289276,0.1979865221859368,3.141454326923154,0.0005490135626940705,3.1415843795950367
vs060,move_to_pose,True,TOOL,True,100,100,0.5181331848048379,0.13115455765094203,0.08298633138701017,3.1414542786003747,0.0005490672507395057,3.1415843795979326,0.5182791748735882,0.13119149572109068,0.08307615486391028,3.14143849012011,0.0006116367719381941,3.141584370345849
vs060,move_to_pose,True,TOOL,True,100,100,0.5182089131315283,0.13117379234882226,0.19807589655965208,3.141438444330963,0.0006116952576608134,3.1415843703227524,0.5179125252839012,0.13109875843518842,0.19787618296891823,3.1415014720648524,0.00036290104835049386,3.1415844010561607
vs060,move_approach,True,WORLD,False,100,100,0.4371,0.13200000000000003,0.198,-3.141592653589793,0.0,-3.141592653589793,0.4373082171102256,0.13206286404413053,0.198083619463386,-3.141543151753565,-0.00016409719550478102,-3.1415926404379353
vs060,move_to_pose,True,TOOL,True,100,100,0.43728934593292557,0.13205717133271877,0.0830836211526395,-3.1415431517535657,-0.00016409719550468507,-3.1415926404379353,0.43742346722725434,0.13209765945995916,0.08309876711031693,-3.141498136788395,-0.00031302414549844675,-3.1415926512441192
vs060,move_to_pose,True,TOOL,True,100,100,0.43745954747887766,0.13210855904062568,0.198098586612813,-3.1414981776962763,-0.0003129653424234755,-3.141592651172417,0.4373516265346526,0.13207596690066392,0.19806910405727257,-3.1415623672593425,-0.00010038420155543064,-3.1415926383243864
vs060,move_approach,True,WORLD,False,100,100,0.4725,-0.15419999999999998,0.1578,-3.141592653589793,0.0,3.141592653589793,0.47225964193419395,-0.1540928821877696,0.15772336947932786,-3.1415157458160965,0.00020961598462186778,-3.141557390527931
vs060,move_to_pose,True,TOOL,True,100,100,0.47228364449865334,-0.15410171662040575,0.042723573717166216,-3.14151569950012,0.00020956443109061262,-3.141557390389024,0.4722745745984801,-0.1540987482921808,0.042716754265321316,-3.1415078364260136,0.00023374149301337883,-3.1415573885428647
vs060,move_to_pose,True,TOOL,True,100,100,0.4722476190368173,-0.15408898279682023,0.15771698591577246,-3.1415078003502788,0.00023369014778187484,-3.1415573883586845,0.4719806172095565,-0.15400186100886187,0.1576822551322875,-3.1413400069719466,0.0007479461304689836,-3.1415573031739936
vs060,move_to_pose,True,WORLD,False,100,100,0.2581,0.136,0.31,3.141592653589793,0,-1.5707963267948966,0.25811553524550157,0.13592982560540973,0.30998345078400635,-3.1415374475841418,0.00014073319725556023,-1.5707532309022694
vs060,move_to_pose,True,WORLD,True,100,100,0.2581155106987475,0.13592981757525632,0.009983372995972684,-3.1415373817738086,0.00014078599840881137,-1.5707532308821313,0.2582489536805446,0.13600097931330551,0.010196321075778308,3.141465488808942,3.665652877097168e-05,-1.5707540733737997
vs060,move_to_pose,True,WORLD,True,100,100,0.2582489536805448,0.1360009793133057,0.3101963210757782,3.1414654888089424,3.6656528771617356e-05,-1.570754073373799,0.2581947565908463,0.13597243537478765,0.310142427952281,3.1414971237894336,5.331679933156694e-05,-1.5707540726284397
vs060,move_to_pose,True,WORLD,False,100,100,0.2618,-0.1192,0.305,3.141592653589793,0,-1.5707963267948966,0.26189020018804904,-0.11899610921419518,0.3049994813129263,-3.1414190979424217,-0.0004296380612062264,-1.5709371959794454
vs060,move_to_pose,True,WORLD,True,100,100,0.26189020018804715,-0.11899610921419432,0.004999481312926435,-3.141419097942423,-0.0004296380612065954,-1.570937195979445,0.26193903668222174,-0.1190215794206306,0.0051854054703877606,3.1413686278969015,-0.00021725986088701654,-1.570934053956206
vs060,move_to_pose,True,WORLD,True,100,100,0.2619391360663475,-0.11902162066970509,0.3051852754039503,3.141368653897091,-0.0002172641883606489,-1.5709340542700454,0.2618532132883796,-0.11898258771515094,0.3051041670106766,3.1414259253337002,-0.00024336946867141318,-1.5709340646691314
vs060,move_approach,True,WORLD,False,100,100,0.4725,-0.15419999999999998,0.1578,-3.141592653589793,0.0,3.141592653589793,0.47228205132018025,-0.15431616433397483,0.15783277452795952,-3.141437127881912,0.0007433567860488893,3.1409504775607697
vs060,move_to_pose,True,TOOL,True,100,100,0.472367629401089,-0.154334113836187,0.04283260638346478,-3.141437174230825,0.0007434082531984641,3.1409504773916135,0.47234756125852084,-0.15432753623323175,0.04283436257970369,-3.141434528509329,0.0007514937048161114,3.140950464071126
vs060,move_to_pose,True,TOOL,True,100,100,0.47226115118732237,-0.1543092963536548,0.15783432866929167,-3.141434528509329,0.0007514937048161114,3.140950464071126,0.47199844374863564,-0.15422343432812785,0.1577254486497644,-3.14141355231203,0.0008159495556457317,3.140950469100134
vs060,move_to_pose,True,WORLD,False,100,100,0.2581,0.136,0.31,3.141592653589793,0,-1.5707963267948966,0.25811480532649655,0.13592360558203886,0.30997860151462997,-3.141543969488089,0.00014575355356199714,-1.5707481125892193
vs060,move_to_pose,True,WORLD,True,100,100,0.25811480532649655,0.13592360558203886,0.009978601514629981,-3.141543969488089,0.0001457535535618931,-1.5707481125892193,0.2581863622511863,0.13596239523841738,0.010066116393196795,3.1414314069467593,2.6121307349059905e-05,-1.570749086139838
vs060,move_to_pose,True,WORLD,True,100,100,0.2581863622511869,0.13596239523841763,0.3100661163931969,3.141431406946761,2.612130734969312e-05,-1.5707490861398368,0.25805494950047914,0.1358931984042535,0.30993675255803543,3.141487739564535,5.5819079326829124e-05,-1.5707490861653473
vs060,move_joints,,,False,100,100,,,,,,,0.3004311754403597,-1.2103098052298032e-05,0.39023240751107036,3.141535291309666,0.0016281330729341415,3.141569472601381
vs060,move_to_pose,True,WORLD,False,100,100,0.2581,0.136,0.305,3.141592653589793,0,-1.5707963267948966,0.25808255638770045,0.13605426351689176,0.30500726004650125,3.1415901884560404,-9.330873196808347e-05,-1.570842688049686
vs060,move_to_pose,True,WORLD,True,100,100,0.25808258079902036,0.13605427148941499,0.005007337038139659,3.1415901225908143,-9.33615142864125e-05,-1.5708426880554787,0.2581152519433672,0.1360706532870108,0.0050421518353185035,3.1413990086814847,-0.00018694154100617956,-1.5708419419008237
vs060,move_to_pose,True,WORLD,True,100,100,0.2581152519433677,0.1360706532870109,0.30504215183531846,3.1413990086814856,-0.0001869415410062956,-1.5708419419008217,0.25799705952464697,0.13600834872624523,0.3049286157825571,-3.141330737741519,5.323837756614009e-05,-1.5708419597774985
vs060,move_approach,True,WORLD,False,100,100,0.4885,0.12389999999999998,0.245,3.141592653589793,0.0,-3.141592653589793,0.48815620475024407,0.12381279023822925,0.2448511499130353,3.1415056128319225,0.0003431881709467143,3.1415926479150227
vs060,move_to_pose,True,TOOL,True,100,100,0.48819578411347175,0.12382284046033187,0.12985098268913858,3.1415055640170837,0.00034324078320364606,3.1415926478075584,0.48835531659088693,0.12386329885686757,0.12988581180548972,-3.141580485367824,-4.804198293347211e-05,-3.141592644734489
vs060,move_to_pose,True,TOOL,True,100,100,0.4883608414189097,0.12386469820244342,0.24488581166426404,-3.1415804853678244,-4.8041982931740385e-05,-3.141592644734488,0.4882210462168598,0.1238292455382834,0.24475517201033384,3.141495351692326,0.0003834932688097158,3.1415926439170803
vs060,move_approach,True,WORLD,False,100,100,0.5333,0.13949999999999999,0.245,3.141592653589793,0.0,-3.141592653589793,0.5330064532113435,0.13942321216781683,0.24492577654759778,3.1414671874491846,0.0004797258069565358,3.1415926227525737
vs060,move_to_pose,True,TOOL,True,100,100,0.5330616216770386,0.13943764077224746,0.12992579068561888,3.141467187449185,0.00047972580695848914,3.141592622752573,0.5333506555094762,0.13951324176304447,0.13000584143457275,3.1415194152392028,0.0002801249776119727,3.141592642547524
vs060,move_to_pose,True,TOOL,True,100,100,0.5333185254545757,0.13950484590075468,0.24500559844643477,3.1415193675155355,0.00028018165700548794,3.141592642643174,0.5330349767312593,0.13943067882391047,0.24491343839453925,3.141462388606332,0.0004979396189694287,3.14159262049427
vs060,move_approach,True,WORLD,False,100,100,0.5333,0.09589999999999999,0.245,3.141592653589793,0.0,-3.141592653589793,0.5336030242876842,0.09593470866587389,0.2451410220731018,3.1415866400574015,-0.00014677653386482113,-3.1415605837111524
vs060,move_to_pose,True,TOOL,True,100,100,0.5335861449641814,0.09593539968078033,0.13014102331392383,3.141586640057403,-0.00014677653386411537,-3.141560583711152,0.5338835471430441,0.09598887321939718,0.13019329691144405,-3.141548762939009,-0.0004245276364202141,-3.1415605890973137
vs060,move_to_pose,True,TOOL,True,100,100,0.5339323676578512,0.09599392220964345,0.24519328643781388,-3.1415487629390095,-0.0004245276364181315,-3.1415605890973137,0.5334708626992862,0.09591095412446046,0.24506798416376938,3.141482055415713,0.0004348782009603706,-3.1415606214771503
vs060,move_approach,True,WORLD,False,100,100,0.4408,0.14659999999999998,0.245,3.141592653589793,0.0,-3.141592653589793,0.4409327302879229,0.14664416529744603,0.24507361359893043,-3.1415800016310196,-3.80279308579695e-05,-3.1415926320349783
vs060,move_to_pose,True,TOOL,True,100,100,0.4409283570759096,0.14664271032209336,0.13007361369128312,-3.1415800016310187,-3.802793086030518e-05,-3.1415926320349765,0.44101941299053515,0.14667298697200326,0.13009122465213419,-3.141540967454755,-0.00015534762604521322,-3.1415926359705733
vs060,move_to_pose,True,TOOL,True,100,100,0.44103727796732994,0.14667893087784423,0.24509122311088388,-3.1415409674547536,-0.00015534762604615615,-3.141592635970572,0.4406552089515305,0.14655186222835276,0.2448807801573399,3.1415903215322407,7.105675009059404e-06,-3.141592631991496
vs060,move_approach,True,WORLD,False,100,100,0.4408,0.09189999999999998,0.245,3.141592653589793,0.0,-3.141592653589793,0.44106726446956973,0.09199285313832337,0.24513577834886563,-3.1414800493229746,-0.0002010707717707672,3.14155319953529
vs060,move_to_pose,True,TOOL,True,100,100,0.4410442324898112,0.09197993684489228,0.13013564666432614,-3.1414800966995386,-0.0002010156574362561,3.1415531995617005,0.4411815219356759,0.09200856618530706,0.13014388644648167,-3.141424519389834,-0.00046739663869581295,3.141553171910577
vs060,move_to_pose,True,TOOL,True,100,100,0.4412352733097632,0.09202789949603195,0.24514387225958073,-3.1414245193898345,-0.0004673966386940646,3.141553171910577,0.4410650954979231,0.09199239125576833,0.2450793973703455,-3.1414913599605905,-0.00014693291991576364,3.141553193553851
vs060,move_to_pose,True,WORLD,False,100,100,0.2618,-0.1192,0.31,3.141592653589793,0,-1.5707963267948966,0.2619287345975072,-0.1189765955057874,0.3100209616337302,3.1415214336655413,-0.0003674892560612738,-1.5709566682883005
vs060,move_to_pose,True,WORLD,True,100,100,0.26192871912850085,-0.11897656818906237,0.01002087059577833,3.1415214967810403,-0.0003674433780087091,-1.5709566682776845,0.2620418190560436,-0.1190319414267563,0.010268033510639901,3.14114810460086,-0.00016120145185704855,-1.5709528724660442
vs060,move_to_pose,True,WORLD,True,100,100,0.26204181905604373,-0.11903194142675615,0.31026803351063986,3.14114810460086,-0.00016120145185720172,-1.570952872466042,0.2619674743179646,-0.11899814656072726,0.31019826678892304,3.1414027703714065,-0.000276802826270737,-1.5709529006746499
vs060,move_to_pose,True,WORLD,False,100,100,0.2581,0.136,0.305,3.141592653589793,0,-1.5707963267948966,0.25823224822092666,0.13568609748203503,0.30497732802316047,-3.1413709349738665,0.0006688271376488604,-1.5705784212875078
vs060,move_to_pose,True,WORLD,True,100,100,0.25823222363824466,0.13568608950786296,0.004977251030236662,-3.1413708690870257,0.0006688798061744562,-1.5705784212330889,0.25830172691708936,0.13572783277961448,0.0050637521233047045,-3.1415601854977537,0.0005234011223620829,-1.5705831047352485
vs060,move_to_pose,True,WORLD,True,100,100,0.25830172691708936,0.13572783277961448,0.3050637521233047,-3.1415601854977537,0.0005234011223620829,-1.5705831047352485,0.25808787886029727,0.13561547645307875,0.3048437205035096,-3.141177472990592,0.0007245143317521867,-1.5705829334212122
vs060,move_approach,True,WORLD,False,100,100,0.4885,0.12389999999999998,0.245,3.141592653589793,0.0,-3.141592653589793,0.4880506653404449,0.12378881393016414,0.2448909267047978,3.141355255794,0.0009545470427469494,3.1415900115156683
vs060,move_to_pose,True,TOOL,True,100,100,0.48816043830272565,0.1238161143863963,0.1298909823370635,3.1413552557939997,0.0009545470427421776,3.1415900115156674,0.4883800818523395,0.12387182925266463,0.12992082139381544,3.1414061815990224,0.0007537074506665189,3.141590054241962
vs060,move_to_pose,True,TOOL,True,100,100,0.4882934054494857,0.1238503851991525,0.24492078673012974,3.1414061815990224,0.0007537074506637164,3.1415900542419597,0.48824166487946125,0.12383725766202114,0.24490381208609358,3.1413938473449763,0.0008024047796123587,3.1415900444912355
vs060,move_approach,True,WORLD,False,100,100,0.5333,0.13949999999999999,0.245,3.141592653589793,0.0,-3.141592653589793,0.532983641756197,0.13941724409061346,0.24495734363432262,3.1414113199321374,0.0006932948944178135,3.141592590583307
vs060,move_to_pose,True,TOOL,True,100,100,0.5330634920221663,0.13943813989084097,0.12995715385212975,3.1414112703459196,0.0006933466934511593,3.141592590590227,0.5333966310881446,0.13952527791171787,0.13004142226790769,3.141456191508745,0.0005216784921350633,3.1415926177965647
vs060,move_to_pose,True,TOOL,True,100,100,0.5333367223975185,0.13950961130123896,0.24504116740911866,3.141456143943207,0.0005217351903774171,3.141592617936756,0.5331909415884027,0.13947148137734244,0.24498618598693228,3.141414054657078,0.0006825712567909549,3.1415925926093045
vs060,move_approach,True,WORLD,False,100,100,0.5333,0.09589999999999999,0.245,3.141592653589793,0.0,-3.141592653589793,0.5337610841544923,0.09594845897817512,0.2451191716225384,-3.141524156892104,-0.0007141962501896215,-3.141548161275003
vs060,move_to_pose,True,TOOL,True,100,100,0.5336789519434498,0.09594057820368558,0.1301192012217016,-3.1415241568921037,-0.0007141962501868003,-3.1415481612750047,0.5339603463760768,0.09599115412796161,0.13006727397285156,-3.1413973463518277,-0.0014197592541043463,-3.1415482694774455
vs060,move_to_pose,True,TOOL,True,100,100,0.5341237049935359,0.09601364278098094,0.2450669233850786,-3.1413973938448305,-0.001419702915480328,-3.141548269398467,0.5339999218607759,0.09599139397964651,0.2450312531208594,-3.1414033681489912,-0.0013864630770995844,-3.141548252635479
vs060,move_approach,True,WORLD,False,100,100,0.4408,0.14659999999999998,0.245,3.141592653589793,0.0,-3.141592653589793,0.4410815012269668,0.1466917280905019,0.2450307843994106,-3.141275528125409,-0.0009642924521348198,-3.141590793710694
vs060,move_to_pose,True,TOOL,True,100,100,0.44097070322292453,0.14665530069035773,0.13003070063787261,-3.141275575508379,-0.0009642376417351153,-3.1415907936191805,0.44104496401647675,0.14668003060184004,0.1300501267391811,-3.141242172012286,-0.0010644320109690802,-3.1415905952001597
vs060,move_to_pose,True,TOOL,True,100,100,0.44116745566340315,0.14672036829970408,0.24504988927848026,-3.141242215827653,-0.0010643744355539623,-3.141590595116433,0.44099837609696935,0.14666411314235794,0.24501215290812026,-3.1414071502768977,-0.0005683178658924555,-3.141590515860585
vs060,move_approach,True,WORLD,False,100,100,0.4408,0.09189999999999998,0.245,3.141592653589793,0.0,-3.141592653589793,0.44101320267709193,0.09195334212401847,0.24509311304903467,-3.1415186453352857,-0.00026708770928010226,3.1415778382014876
vs060,move_to_pose,True,TOOL,True,100,100,0.4409825791146189,0.09194486390350703,0.13009298275177045,-3.1415186927036527,-0.0002670325845893532,3.14157783823177,0.44104107564198464,0.09195704244015865,0.1301107379813933,-3.141495407915808,-0.00037846072638602257,3.1415778262949514
vs060,move_to_pose,True,TOOL,True,100,100,0.44108468117980787,0.0919682482445883,0.24511057306904208,-3.1414954497293763,-0.0003784034732275579,3.141577826302315,0.44083601299267355,0.09191638839445873,0.24494394316051454,-3.1414696526847057,-0.0005018707689272562,3.1415778253978606
vs060,move_approach,True,WORLD,False,100,100,0.4603,-0.15879999999999997,0.1566,-3.141592653589793,0.0,-3.141592653589793,0.45992160496729373,-0.15867598917839848,0.15644794727897324,-3.1415670928879535,0.00011962423327721922,-3.141585023821433
vs060,move_to_pose,True,TOOL,True,100,100,0.4599353617765111,-0.15867892855414847,0.04144794813936338,-3.1415670928879535,0.00011962423327884393,-3.141585023821433,0.45992701434163274,-0.15867601293194433,0.04144849254137051,-3.141561349808805,0.00013651185074446684,-3.141585025617297
vs060,move_to_pose,True,TOOL,True,100,100,0.45991123909859993,-0.15867239890788915,0.1564487200117699,-3.141561315410795,0.00013646170602728947,-3.1415850254231734,0.45972495314545864,-0.15860810665004565,0.15644486360281554,-3.141351713194575,0.00074420835180405,-3.1415849390940624
vs060,move_approach,True,WORLD,False,100,100,0.472,-0.15709999999999996,0.1566,-3.141592653589793,0.0,-3.141592653589793,0.47185256900974576,-0.1570532494652112,0.15654582362472025,-3.141566395199019,8.119442642675446e-05,3.141584354167355
vs060,move_to_pose,True,TOOL,True,100,100,0.4718619063437108,-0.15705626925764474,0.04154582404343833,-3.141566395199018,8.119442643104188e-05,3.1415843541673545,0.47184049409794887,-0.1570491331263525,0.04154521904738914,-3.1415594113695717,0.00010225611437057698,3.1415843545752806
vs060,move_to_pose,True,TOOL,True,100,100,0.4718287346765495,-0.15704531017343593,0.1565452183826106,-3.1415594113695717,0.00010225611436992386,3.1415843545752806,0.4715445385463656,-0.15695072588477826,0.1565021469641142,-3.1414969382731455,0.0002898608560455445,3.1415843667306524
vs060,move_approach,True,WORLD,False,100,100,0.4367,-0.16239999999999996,0.1566,-3.141592653589793,0.0,-3.141592653589793,0.4368852417551963,-0.16248346935282454,0.15654477694615002,3.1412661081742796,-0.0008829030096130939,3.141553712733793
vs060,move_to_pose,True,TOOL,True,100,100,0.43678370939010785,-0.16244591267692263,0.04154482789974889,3.1412661081742805,-0.0008829030096122578,3.1415537127337925,0.4367910347218323,-0.1624486718723198,0.041549285554601384,3.1412557298760535,-0.0009110408859662199,3.141553722802045
vs060,move_to_pose,True,TOOL,True,100,100,0.4368958028947793,-0.16248742217740403,0.15654923130260862,3.141255729876054,-0.0009110408859655888,3.141553722802044,0.4367549120824239,-0.162435014041864,0.15648015768752768,3.1413271671933574,-0.000718853799389482,3.141553664772336
vs060,move_to_pose,True,WORLD,False,100,100,0.2581,0.136,0.31,3.141592653589793,0,-1.5707963267948966,0.2580994280255749,0.13597645201619568,0.3099895245064387,-3.141567586372467,4.642660963529108e-05,-1.570783205429903
vs060,move_to_pose,True,WORLD,True,100,100,0.2580994280255751,0.1359764520161958,0.009989524506439251,-3.1415675863724664,4.6426609635680424e-05,-1.5707832054299036,0.25826031832126145,0.1360614645707207,0.010244053124501634,3.1414356219733826,-5.185000321753484e-05,-1.5707834432519037
vs060,move_to_pose,True,WORLD,True,100,100,0.25826031832126145,0.1360614645707207,0.31024405312450165,3.1414356219733826,-5.185000321753484e-05,-1.5707834432519037,0.25812066820724205,0.13598789603965244,0.31010609104669595,3.1415464313217205,6.544929679745057e-06,-1.570783446939138
vs060,move_to_pose,True,WORLD,False,100,100,0.2618,-0.1192,0.305,3.141592653589793,0,-1.5707963267948966,0.26177090341231757,-0.11897655803337967,0.30489529901365675,3.1412635486358287,-0.0001519116983464923,-1.5709170456627553
vs060,move_to_pose,True,WORLD,True,100,100,0.2617709034123182,-0.11897655803337992,0.004895299013656762,3.1412635486358296,-0.00015191169834708222,-1.5709170456627541,0.261903049257896,-0.11903957404210935,0.005145481201693419,3.140965985422058,1.3374638189394342e-05,-1.5709141879997424
vs060,move_to_pose,True,WORLD,True,100,100,0.26190294987605234,-0.1190395327798745,0.30514561134650864,3.1409659594039914,1.3378977655976808e-05,-1.5709141877228179,0.26174263754973365,-0.11896667751483786,0.3049905911296681,3.141166067461912,-7.76343728204141e-05,-1.5709141808142206
vs060,move_approach,True,WORLD,False,100,100,0.4603,-0.15879999999999997,0.1566,-3.141592653589793,0.0,-3.141592653589793,0.4600260063351578,-0.15867899859279927,0.15652116499528165,-3.1414456555728796,0.00028911075119739436,3.1415655624843604
vs060,move_to_pose,True,TOOL,True,100,100,0.4600593552868002,-0.15869591429076824,0.04152097742361287,-3.1414457008961114,0.00028916190709775516,3.1415655623278393,0.4600488741365631,-0.15869231257076777,0.04151792179980543,-3.141443994400305,0.0002940757146315283,3.1415655683153165
vs060,move_to_pose,True,TOOL,True,100,100,0.46001505589329766,-0.15867521584805655,0.15651791555645098,-3.1414439944003054,0.0002940757146298314,3.1415655683153174,0.45987651195609486,-0.15862742755387815,0.15648412318834928,-3.1413662931818096,0.0005194233372110674,3.1415656071691123
vs060,move_approach,True,WORLD,False,100,100,0.472,-0.15709999999999996,0.1566,-3.141592653589793,0.0,-3.141592653589793,0.47173207160261194,-0.15701893365470304,0.15660035905652847,-3.141361689428575,0.000714089325920247,3.1415703754400415
vs060,move_to_pose,True,TOOL,True,100,100,0.47181419127417523,-0.1570454963624882,0.041600391444437834,-3.141361689428575,0.0007140893259210007,3.1415703754400406,0.4717922399219697,-0.15703822302499404,0.041596746453789246,-3.1413539977383382,0.000736923628029644,3.141570380420804
vs060,move_to_pose,True,TOOL,True,100,100,0.4717074943261486,-0.1570107757147773,0.1565967119530413,-3.1413539977383365,0.0007369236280334859,3.1415703804208057,0.4715281202337067,-0.15695106602409886,0.15654747219330759,-3.1413138713969753,0.0008575488110726221,3.1415704114719487
vs060,move_approach,True,WORLD,False,100,100,0.4367,-0.16239999999999996,0.1566,-3.141592653589793,0.0,-3.141592653589793,0.4367705419691724,-0.16242662790126947,0.15661915128839177,3.1415670885262346,-6.788214598841808e-05,3.1415908411350415
vs060,move_to_pose,True,TOOL,True,100,100,0.43676273552772105,-0.1624236879048109,0.04161915159093105,3.1415670885262337,-6.788214598859351e-05,3.141590841135042,0.4367763296066715,-0.16242877763794844,0.041623047904689764,3.141559618697778,-8.82022669349419e-05,3.1415908419719316
vs060,move_to_pose,True,TOOL,True,100,100,0.4367864728604683,-0.16243257666890523,0.15662304739461033,3.1415596186977774,-8.82022669333532e-05,3.1415908419719303,0.43661867716424074,-0.1623701553045322,0.15663531798393865,-3.1413977474294175,0.0005249573893595013,3.141590891362217
vs060,move_to_pose,True,WORLD,False,100,100,0.2581,0.136,0.31,3.141592653589793,0,-1.5707963267948966,0.2581075034062418,0.13594477377858472,0.3099840133454324,-3.1414859454677666,0.00014060047708738883,-1.5707623473208276
vs060,move_to_pose,True,WORLD,True,100,100,0.2581075034062421,0.1359447737785849,0.009984013345432252,-3.1414859454677666,0.00014060047708761017,-1.5707623473208283,0.2581078313500672,0.13594553050863284,0.010095687791159325,3.141286817468582,-8.170058942990367e-05,-1.570762867263883
vs060,move_to_pose,True,WORLD,True,100,100,0.25810772859178066,0.13594547521097886,0.31009580041725826,3.141286756160837,-8.173509006026428e-05,-1.5707628673468037,0.25792707480490806,0.13585033188511125,0.3099157167916145,3.141481236017951,2.0719060023430297e-05,-1.5707628794980775
vs060,move_joints,,,False,100,100,,,,,,,0.3004442852777637,2.3664627653860427e-05,0.39025123569911596,-3.1415898235523327,0.0016205448723631583,-3.141487492552121
vs060,move_to_pose,True,WORLD,False,100,100,0.2581,0.136,0.305,3.141592653589793,0,-1.5707963267948966,0.25808297629805094,0.13606245077487678,0.3050104448989994,-3.1415835111100554,-9.810739396881647e-05,-1.5708367999654311
vs060,move_to_pose,True,WORLD,True,100,100,0.2580829762980503,0.13606245077487672,0.005010444898999378,-3.1415835111100567,-9.810739396864846e-05,-1.570836799965433,0.258111440642606,0.13607649575677125,0.005122981790219611,3.141219165238352,-0.0002913096046860467,-1.5708358902298065
vs060,move_to_pose,True,WORLD,True,100,100,0.2581114406426056,0.13607649575677136,0.3051229817902198,3.141219165238351,-0.00029130960468645375,-1.5708358902298027,0.25797788213753975,0.1360060830620917,0.30499613245024243,3.141304512331831,-0.0002463256032067891,-1.5708359111584236
vs060,move_approach,True,WORLD,False,100,100,0.4624551538126817,0.06110042743300531,0.11923736160874904,3.0962140930379407,1.2479104151759464,-2.1345376751890655,0.4623512492892152,0.06118421258583652,0.11925144040316998,3.096539021826759,1.2478888083094395,-2.1344048458255087
vs060,move_to_pose,True,TOOL,True,100,100,0.5161761915168593,0.15604665661620074,0.08279586758662091,3.0965390998122104,1.2478888052670145,-2.134404755126146,0.5160846549311202,0.15606527173449858,0.08289224888437781,3.0970760965559485,1.2478854769734449,-2.1340506924348395
vs060,move_to_pose,True,TOOL,True,100,100,0.46223988378275593,0.06121456377133688,0.1193488507401079,3.0970760965559596,1.2478854769734455,-2.134050692434828,0.4622016644109373,0.06125516232611471,0.11934594342727409,3.097284871115475,1.2478959126258602,-2.133897553531982
vs060,move_approach,True,WORLD,False,100,100,0.4436551538126818,0.07150042743300533,0.11923736160874904,3.0962140930379407,1.2479104151759464,-2.1345376751890655,0.44383979470213347,0.0713255550970251,0.1192126803802723,3.095334181467841,1.247910296955596,-2.1350097358423255
vs060,move_to_pose,True,TOOL,True,100,100,0.4976022835715772,0.16622507239785073,0.08276166658595874,3.095334181467838,1.247910296955596,-2.135009735842329,0.49758061694528466,0.16622925195632948,0.08280611819754982,3.0956417375116287,1.2479262796254202,-2.134796773760175
vs060,move_to_pose,True,TOOL,True,100,100,0.44380741461881973,0.07133536389533905,0.11925568406441138,3.095641818369436,1.2479262791635861,-2.134796682071395,0.4437714725783665,0.07137556712391945,0.11925587084837896,3.095826443709584,1.2479337270473938,-2.134653664017315
vs060,move_approach,True,WORLD,False,100,100,0.4804551538126817,0.05100042743300531,0.11923736160874904,3.0962140930379407,1.2479104151759464,-2.1345376751890655,0.4803712659263762,0.05106350109994712,0.11934661193283716,3.0978753304425166,1.2479410446647061,-2.1333210242256766
vs060,move_to_pose,True,TOOL,True,100,100,0.5342275452812804,0.14590950238366535,0.08289499683641813,3.097875251973726,1.2479410476991208,-2.133321115142159,0.534109940524676,0.14596420950012515,0.08291322504551837,3.098133475738934,1.2479336674409895,-2.133203516268572
