robot_model,movement,cartesian_path,reference_frame,is_relative,velocity,acceleration,desired_x,desired_y,desired_z,desired_roll,desired_pitch,desired_yaw,measured_x,measured_y,measured_z,measured_roll,measured_pitch,measured_yaw
vs060,move_to_pose,True,WORLD,True,100,100,0.258386228531302,0.13568221331782077,0.3101595247459856,3.14145112043675,0.0005551712412859901,-1.5705328406528192,0.25829068778625247,0.13563202230982968,0.3100667238551998,-3.14131821685513,0.0007734310685934294,-1.570532652667078
vs060,move_to_pose,True,WORLD,False,100,100,0.2618,-0.1192,0.305,3.141592653589793,0,-1.5707963267948966,0.26200572231011543,-0.11904227765407754,0.30510883746205564,-3.1409172839248227,-0.0006663080275821437,-1.5709409272535335
vs060,move_to_pose,True,WORLD,True,100,100,0.2620057223101153,-0.11904227765407725,0.005108837462055704,-3.140917283924823,-0.0006663080275809964,-1.5709409272535337,0.26209747333215005,-0.11908711135817958,0.005308721125724919,-3.141253589181076,-0.0004821064142870247,-1.5709377576231016
vs060,move_to_pose,True,WORLD,True,100,100,0.2620974733321499,-0.11908711135817943,0.3053087211257248,-3.1412535891810767,-0.0004821064142865518,-1.5709377576231023,0.26203736582572296,-0.11905978370612627,0.3052528423047439,-3.1409903347815358,-0.0006017082804772026,-1.570937834515513
vs060,move_approach,True,WORLD,False,100,100,0.4653,-0.1623,0.1542,3.141592653589793,0.0,-1.5707963267948963,0.46495805974956744,-0.16230090623680812,0.1541296855489934,-3.141149442656678,-9.639379272591143e-05,-1.5712626943820331
vs060,move_to_pose,True,TOOL,True,100,100,0.465009023829846,-0.16231201529106815,0.0391296973783358,-3.141149442656679,-9.639379272648435e-05,-1.571262694382032,0.46499534127018344,-0.16230721888083322,0.03913098025762654,-3.141091266441751,-0.00011664733417783903,-1.5712627078261578
vs060,move_to_pose,True,TOOL,True,100,100,0.46493768801308627,-0.16229377754927252,0.1541309650203761,-3.1410912664417507,-0.00011664733417718143,-1.5712627078261578,0.4647406231864005,-0.1622249737656165,0.1540745150881057,-3.1408916565429896,-0.00018618874836131186,-1.5712627484272086
vs060,move_approach,True,WORLD,False,100,100,0.4714,-0.1378,0.1542,3.141592653589793,0.0,-1.5707963267948963,0.47141308278253297,-0.13782050102970944,0.15419484899245037,3.141541280415809,5.481271137637619e-05,-1.5707763330769173
vs060,move_to_pose,True,TOOL,True,100,100,0.47140717474149807,-0.13781419768603478,0.03919484931695934,3.1415412804158067,5.4812711377065236e-05,-1.5707763330769173,0.4713856729906087,-0.13780789116869838,0.039197145428254226,3.141587104513218,4.143383784686683e-05,-1.5707763384406805
vs060,move_to_pose,True,TOOL,True,100,100,0.4713863112296567,-0.13781265604729281,0.15419714532777012,3.1415871045132184,4.143383784680006e-05,-1.5707763384406805,0.47109500276419286,-0.13772747507240968,0.1541074208373648,-3.14135466654551,-2.974001119291427e-05,-1.5707763459038984
